latitude,longitude
20.07441205,75.93766193
20.26071498,75.98738871
0,0
20.26071498,75.98738871
20.0299248,75.92874524
0,0
19.1244354,78.2824952
20.07441205,75.93766193
10.53438,79.454918
0,0
20.07441205,75.93766193
20.07441205,75.93766193
